date,store,brand,brand_group,name,size_label,size_value,size_unit,ean,price,unit_price,url
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Apple Fresh Korpásodás Elleni sampon - 400 ml,400 ml,400.0,ml,5410076659456,2354.0,Nincs készleten 2 354 Ft 5 885 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-apple-fresh-sampon-400-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Apple Fresh korpásodás elleni sampon - 800 ml,800 ml,800.0,ml,8700216306782,4010.0,Nincs készleten 4 010 Ft 5 013 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-apple-fresh-korpasodas-elleni-sampon-800-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Citrus Fresh 2in1 sampon - 400 ml,400 ml,400.0,ml,8006530305372,2354.0,Nincs készleten 2 354 Ft 5 885 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-citrus-fresh-2az1-ben-korpasodas-elleni-sampon-es-balzsam-400-ml-korpamentes-haj
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Citrus Fresh korpásodás elleni sampon zsíros hajra - 400 ml,400 ml,400.0,ml,5011321336032,2354.0,Nincs készleten 2 354 Ft 5 885 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-citrus-fresh-sampon-400-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Classic Clean 2az1-ben korpásodás elleni sampon - 625 ml,625 ml,625.0,ml,8700216304948,3133.0,Nincs készleten 3 133 Ft 5 013 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-classic-clean-2az1-ben-korpasodas-elleni-sampon-625-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Classic Clean Normál Hajra Korpásodás Elleni sampon - 400 ml,400 ml,400.0,ml,5011321336049,2354.0,Nincs készleten 2 354 Ft 5 885 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-classic-clean-sampon-normal-hajra-400-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Classic Clean korpásodás elleni sampon - 800 ml,800 ml,800.0,ml,8700216156134,4010.0,Nincs készleten 4 010 Ft 5 013 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-classic-clean-korpasodas-elleni-sampon-800-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Menthol Fresh korpásodás elleni sampon - 800 ml,800 ml,800.0,ml,8700216156196,4010.0,Nincs készleten 4 010 Ft 5 013 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-menthol-fresh-korpasodas-elleni-sampon-800-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Menthol Fresh 2in1 korpásodás elleni sampon - 625 ml,625 ml,625.0,ml,8700216305372,3133.0,Nincs készleten 3 133 Ft 5 013 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-menthol-fresh-2in1-korpasodas-elleni-sampon-625-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Menthol Korpáspdás Elleni sampon - 400 ml,400 ml,400.0,ml,5011321336094,2354.0,Nincs készleten 2 354 Ft 5 885 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-mentolos-sampon-400-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Sensitive sampon - 400 ml,400 ml,400.0,ml,5011321336124,2354.0,Nincs készleten 2 354 Ft 5 885 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-sampon-erzekeny-borre-400-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Anti Hair Fall korpásodás elleni sampon - 400 ml,400 ml,400.0,ml,8006540833605,2354.0,Nincs készleten 2 354 Ft 5 885 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-anti-hair-fall-korpasodas-elleni-sampon-400-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Repair & Care For Woman hajhullás elleni sampon - 400 ml,400 ml,400.0,ml,4084500610699,2354.0,Nincs készleten 2 354 Ft 5 885 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-2in1-dus-hatas-sampon-360-ml-1
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Citrus Fresh 2in1 korpa elleni sampon zsíros hajra - 625 ml,625 ml,625.0,ml,8700216158022,3133.0,Nincs készleten 3 133 Ft 5 013 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-citrus-fresh-2in1-korpa-elleni-sampon-zsiros-hajra-625-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Citrus Fresh korpásodás elleni sampon zsíros hajra - 800 ml,800 ml,800.0,ml,8700216156172,4010.0,Nincs készleten 4 010 Ft 5 013 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-citrus-fresh-korpasodas-elleni-sampon-zsiros-hajra-800-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Apple Fresh 2in1 sampon - 400 ml,400 ml,400.0,ml,8006530315449,2354.0,Nincs készleten 2 354 Ft 5 885 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-apple-fresh-2-az-1-ben-korpasodas-elleni-sampon-es-balzsam-400-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Citrus Fresh 2in1 sampon - 800 ml,800 ml,800.0,ml,8006530004527,4010.0,Nincs készleten 4 010 Ft 5 013 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-citrus-fresh-2-az-1-ben-korpasodas-elleni-sampon-es-balzsam-800ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Apple Fresh korpa elleni sampon - 250 ml,250 ml,250.0,ml,8006540063248,1489.0,Nincs készleten 1 489 Ft 5 956 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-apple-fresh-korpa-elleni-sampon-250-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Citrus Fresh sampon zsíros hajra - 250 ml,250 ml,250.0,ml,8006540063286,1489.0,Nincs készleten 1 489 Ft 5 956 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-citrus-fresh-korpasodas-elleni-sampon-zsiros-hajra-250-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Clarify & Shine korpásodás elleni sampon - 800 ml,800 ml,800.0,ml,8700216658614,4010.0,Nincs készleten 4 010 Ft 5 013 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-clarify-shine-korpasodas-elleni-sampon-800-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Clarify & Shine korpásodás elleni sampon almaecettel - 400 ml,400 ml,400.0,ml,8700216658461,2354.0,Nincs készleten 2 354 Ft 5 885 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-clarify-shine-korpasodas-elleni-sampon-400-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Classic Clean 2in1 sampon - 400 ml,400 ml,400.0,ml,8700216304917,2354.0,Nincs készleten 2 354 Ft 5 885 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-classic-clean-2az1-ben-korpasodas-elleni-sampon-400ml-friss-tiszta-illat
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Classic Clean 2in1 sampon - 800 ml,800 ml,800.0,ml,8006530004404,4010.0,Nincs készleten 4 010 Ft 5 013 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-classic-clean-2-az-1-ben-korpasodas-elleni-sampon-es-balzsam-800ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Classic Clean korpa elleni sampon - 250 ml,250 ml,250.0,ml,8006540063330,1489.0,Nincs készleten 1 489 Ft 5 956 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-classic-clean-korpa-elleni-sampon-250-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Ultra Sport sampon - 300 ml,300 ml,300.0,ml,8006530029476,1640.0,Nincs készleten 1 640 Ft 5 467 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-men-ultra-sport-fresh-korpasodas-elleni-sampon-300-ml-korpa-ellen
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Classic Clean korpásodás elleni sampon - 95 ml,95 ml,95.0,ml,8700216164238,935.0,Nincs készleten 935 Ft 9 842 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-classic-clean-korpasodas-elleni-sampon-95-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Men Ultra Old Spice korpásodás elleni sampon férfiaknak - 800 ml,800 ml,800.0,ml,8700216658317,4010.0,Nincs készleten 4 010 Ft 5 013 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-men-ultra-old-spice-korpasodas-elleni-sampon-ferfiaknak-800-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Menthol 2in1 sampon - 400 ml,400 ml,400.0,ml,8700216305419,2354.0,Nincs készleten 2 354 Ft 5 885 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-menthol-fresh-2in1-korpasodas-elleni-sampon-400ml-frissito-mentolillat
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Menthol Fresh sampon - 250 ml,250 ml,250.0,ml,8006540063385,1489.0,Nincs készleten 1 489 Ft 5 956 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-menthol-fresh-korpasodas-elleni-sampon-250-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders sampon hydration - 400 ml,400 ml,400.0,ml,8001841406688,2354.0,Nincs készleten 2 354 Ft 5 885 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-sampon-hydration-400-ml
2026-08-19,Rossmann,Head & Shoulders,Hajápolás,Head & Shoulders Thick & Strong Rosmary sampon - 400 ml,400 ml,400.0,ml,8006530171182,2354.0,Nincs készleten 2 354 Ft 5 885 Ft/l,https://shop.rossmann.hu/termek/head-shoulders-thick-strong-korpasodas-elleni-sampon-400ml-rozmaringkivonattal
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Bond Repair Miracles balzsam - 160 ml,160 ml,160.0,ml,8700216191708,1899.0,Nincs készleten 1 899 Ft 11 869 Ft/l,https://shop.rossmann.hu/termek/pantene-bond-repair-miracles-balzsam-160-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Hydration Recharge Heat & Glow szérum - 135 ml,135 ml,135.0,ml,8006530007740,3099.0,Nincs készleten 3 099 Ft 22 956 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-hydration-recharge-heat-glow-hajon-hagyhato-krem-135ml-hajvedo
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Intensive Repair hajpakolás gyenge és károsodott hajra - 300 ml,300 ml,300.0,ml,8006540608494,3099.0,Nincs készleten 3 099 Ft 10 330 Ft/l,https://shop.rossmann.hu/termek/pantene-intensive-repair-pakolas-gyenge-es-karosodott-hajra-300-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Miracles Hydra balzsam - 160 ml,160 ml,160.0,ml,8700216191609,1899.0,Nincs készleten 1 899 Ft 11 869 Ft/l,https://shop.rossmann.hu/termek/pantene-miracles-hydra-balzsam-160-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Miracles Hydra hajmaszk - 300 ml,300 ml,300.0,ml,8700216173346,4299.0,Nincs készleten 4 299 Ft 14 330 Ft/l,https://shop.rossmann.hu/termek/pantene-miracles-hydra-hajmaszk-300-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Extra Volume sampon - 1000 ml,1000 ml,1000.0,ml,8006540381830,3409.0,Nincs készleten 3 409 Ft 3 409 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-extra-volume-sampon-1000-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Infinite Lengths balzsam 275 ml,275 ml,275.0,ml,8700216508957,1999.0,Nincs készleten 1 999 Ft 7 269 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-infinite-lengths-balzsam-275-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Intensive Repair 3 Minute Miracle balzsam - 220 ml,220 ml,220.0,ml,8700216500616,2479.0,Nincs készleten 2 479 Ft 11 268 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-intensive-repair-3-minute-miracle-balzsam-220-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Intensive Repair balzsam - 800 ml,800 ml,800.0,ml,8700216467391,3759.0,4 699 Ft 5 874 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-intensive-repair-balzsam-800-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Intensive Repair regeneráló hajolaj keratinnal és E-vitaminnal - 100 ml,100 ml,100.0,ml,8006540124758,3099.0,Nincs készleten 3 099 Ft 30 990 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-intensive-repair-keratinregeneralo-olaj-e-vitaminnal-hajolaj-100-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Perfect-Volume hővédő hajhab biotinnal - 200 ml,200 ml,200.0,ml,8006540346815,2519.0,Nincs készleten 2 519 Ft 12 595 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-perfect-volume-hovedo-hajhab-biotinnal-200-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Repair & Protect sampon - 1000 ml,1000 ml,1000.0,ml,8001841617817,3409.0,Nincs készleten 3 409 Ft 3 409 Ft/l,https://shop.rossmann.hu/termek/pantene-sampon-repair-protect-1000-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Vékonyszálú Hajra Ultra Erős hajlakk - 250 ml,250 ml,250.0,ml,8006540650721,2519.0,Nincs készleten 2 519 Ft 10 076 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-ultra-eros-hajlakk-vekonyszalu-hajra-250-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Silky Miracle sampon - 250 ml,250 ml,250.0,ml,8700216336727,1243.0,Nincs készleten 1 243 Ft 4 972 Ft/l,https://shop.rossmann.hu/termek/pantene-silky-glowing-sampon-biotinnal-es-rekonstrualo-keratinnal-szaraz-hajra-250-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene hair rescue shaker hydration - 150 ml,150 ml,150.0,ml,8001841914244,2199.0,Nincs készleten 2 199 Ft 14 660 Ft/l,https://shop.rossmann.hu/termek/pantene-hair-rescue-shaker-hydration-150-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene hair rescue shaker repair - 150 ml,150 ml,150.0,ml,8001841914282,2199.0,Nincs készleten 2 199 Ft 14 660 Ft/l,https://shop.rossmann.hu/termek/pantene-hair-rescue-shaker-repair-150-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene hajolaj argain oil - 100 ml,100 ml,100.0,ml,8006540124833,3099.0,Nincs készleten 3 099 Ft 30 990 Ft/l,https://shop.rossmann.hu/termek/pantene-hajolaj-argain-oil-100-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Infinitely Long sampon - 400 ml,400 ml,400.0,ml,8700216058155,1572.0,Nincs készleten 1 572 Ft 3 930 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-infinitely-long-sampon-400-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Intensive Repair sampon károsodott hajra - 400 ml,400 ml,400.0,ml,5410076561834,1508.0,Nincs készleten 1 508 Ft 3 770 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-intensive-repair-sampon-szaraz-karosodott-hajra-400-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Molecular Bond Repair sampon biotinnal - 250 ml,250 ml,250.0,ml,8700216323598,1243.0,Nincs készleten 1 243 Ft 4 972 Ft/l,https://shop.rossmann.hu/termek/pantene-bond-repair-miracles-sampon-250-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Silky & Glowing balzsam biotinnal és rekonstruáló keratinnal - 160 ml,160 ml,160.0,ml,8700216334396,1899.0,Nincs készleten 1 899 Ft 11 869 Ft/l,https://shop.rossmann.hu/termek/pantene-silky-glowing-balzsam-biotinnal-es-rekonstrualo-keratinnal-160-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Light Summer Glow hajpermet - 200 ml,200 ml,200.0,ml,8006530050999,3399.0,Nincs készleten 3 399 Ft 16 995 Ft/l,https://shop.rossmann.hu/termek/pantene-light-summer-glow-hajpermet-200-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Lively Repair sampon festett hajra - 400 ml,400 ml,400.0,ml,5410076562794,1508.0,Nincs készleten 1 508 Ft 3 770 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-protect-shine-sampon-festett-hajra-400-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Intensive Repair balzsam - 275 ml,275 ml,275.0,ml,8700216422338,1999.0,Nincs készleten 1 999 Ft 7 269 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-intensive-repair-balzsam-275-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene ampulla repair & protect (3x15 ml) - 45 ml,45 ml,45.0,ml,4015600592431,2549.0,Nincs készleten 2 549 Ft 56 644 Ft/l,https://shop.rossmann.hu/termek/pantene-ampulla-repair-protect-3x15-ml-45-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Grow Abundant sampon - 290 ml,290 ml,290.0,ml,8006530060110,2510.0,Nincs készleten 2 510 Ft 8 655 Ft/l,https://shop.rossmann.hu/termek/pantene-grow-abundant-sampon-290-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Grow Abundant balzsam - 250 ml,250 ml,250.0,ml,8006530059169,3199.0,Nincs készleten 3 199 Ft 12 796 Ft/l,https://shop.rossmann.hu/termek/pantene-grow-hajhullas-elleni-balzsam-xxx-ml-vekony-szalu-elgyengult-hajra
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Grow Abundant hajmaszk - 300 ml,300 ml,300.0,ml,8006530058988,3299.0,Nincs készleten 3 299 Ft 10 997 Ft/l,https://shop.rossmann.hu/termek/pantene-grow-hajhullas-elleni-pakolas-300ml-karosodott-hajra-10x-erosebb-hajat-eredmenyez
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Grow Abundant szérum - 60 ml,60 ml,60.0,ml,8006530088909,7299.0,Nincs készleten 7 299 Ft 121 650 Ft/l,https://shop.rossmann.hu/termek/pantene-hajhullas-elleni-fejborapolo-szerum-60ml-surubb-hosszabb-dusabb-haj-niacinamiddal
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Miracles Hydra sampon - 250 ml,250 ml,250.0,ml,8700216323512,1243.0,Nincs készleten 1 243 Ft 4 972 Ft/l,https://shop.rossmann.hu/termek/pantene-miracles-hydra-sampon-250-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Molecular Bond Repair hajon hagyható krém - 300 ml,300 ml,300.0,ml,8700216630696,4299.0,Nincs készleten 4 299 Ft 14 330 Ft/l,https://shop.rossmann.hu/termek/pantene-molecular-bond-repair-hajon-hagyhato-krem-300-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Molecular Bond Repair szérum - 90 ml,90 ml,90.0,ml,8700216637299,3099.0,Nincs készleten 3 099 Ft 34 433 Ft/l,https://shop.rossmann.hu/termek/pantene-molecular-bond-repair-hajon-hagyhato-krem-90ml-pro-v-koncentralt-formulaju-hajpakolas
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Aqua Light sampon - 400 ml,400 ml,400.0,ml,5410076561223,1508.0,Nincs készleten 1 508 Ft 3 770 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-aqua-light-sampon-400-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Aqualight balzsam - 275 ml,275 ml,275.0,ml,8700216509015,1999.0,Nincs készleten 1 999 Ft 7 269 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-aqualight-balzsam-275-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Color Protect balzsam - 275 ml,275 ml,275.0,ml,8700216508933,1999.0,Nincs készleten 1 999 Ft 7 269 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-color-protect-balzsam-275-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Hydration Recharge 3 Minute Miracle balzsam - 220 ml,220 ml,220.0,ml,8700216938860,2479.0,Nincs készleten 2 479 Ft 11 268 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-hydration-recharge-3-minute-miracle-balzsam-220ml-rendkivul-szaraz-hajra
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Hydration Recharge Keratin Protect hajpakolás - 300 ml,300 ml,300.0,ml,8700216938761,2999.0,Nincs készleten 2 999 Ft 9 997 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-hydration-recharge-keratin-protect-hajpakolas-300ml-rendkivul-szaraz-hajra
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Hydration Recharge balzsam - 275 ml,275 ml,275.0,ml,8700216938839,2149.0,Nincs készleten 2 149 Ft 7 815 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-hydration-recharge-konnyed-balzsam-275ml-normal-es-szaraz-hajra
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Moisture sampon - 400 ml,400 ml,400.0,ml,8700216938808,1572.0,Nincs készleten 1 572 Ft 3 930 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-hydration-recharge-sampon-400ml-taplalja-a-normal-es-szaraz-hajat
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Intensive Repair 3in1 sampon károsodott hajra - 325 ml,325 ml,325.0,ml,8700216509022,1278.0,Nincs készleten 1 278 Ft 3 932 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-intensive-repair-3-az-1-ben-sampon-325-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Intensive Repair balzsam - 160 ml,160 ml,160.0,ml,8700216508834,1249.0,Nincs készleten 1 249 Ft 7 806 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-intensive-repair-balzsam-160-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V I x Keith Haring Intensive Repair sampon - 250 ml,250 ml,250.0,ml,8700216779463,1043.0,Nincs készleten 1 043 Ft 4 172 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-intensive-repairprotect-sampon-250-me
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Keratin Infinitely Long hajmaszk - 300 ml,300 ml,300.0,ml,8700216058056,2999.0,Nincs készleten 2 999 Ft 9 997 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-keratin-infinitely-long-hajmaszk-300-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Perfect-Curls hővédő hajhab kókuszolajjal - 200 ml,200 ml,200.0,ml,8006540349007,2519.0,Nincs készleten 2 519 Ft 12 595 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-perfect-curls-hovedo-hajhab-kokuszolajjal-200-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro V Robert Indiana Artist hajolaj - 100 ml,100 ml,100.0,ml,8006530274661,3099.0,Nincs készleten 3 099 Ft 30 990 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-x-robert-indiana-artist-edition-intensive-repair-hajapolo-olaj-100-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro V Robert Indiana Artist maszk - 300 ml,300 ml,300.0,ml,8006530274869,2999.0,Nincs készleten 2 999 Ft 9 997 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-x-robert-indiana-artist-edition-intensive-repair-hajpakolas-300-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro V Robert Indiana Artist hajpakolás - 220 ml,220 ml,220.0,ml,8006530275088,2479.0,Nincs készleten 2 479 Ft 11 268 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-x-robert-indiana-artist-edition-intensive-repair-melyapolo-pakolas-220-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro V Robert Indiana sampon - 250 ml,250 ml,250.0,ml,8006530274722,1043.0,Nincs készleten 1 043 Ft 4 172 Ft/l,https://shop.rossmann.hu/termek/pantene-pro-v-x-robert-indiana-artist-edition-intensive-repair-miracle-sampon-250-ml
2026-08-19,Rossmann,Pantene,Hajápolás,Pantene Pro-V Intensive Repair Duopack sampon és balzsam - 675 ml,675 ml,675.0,ml,8700216808675,2480.0,Nincs készleten 2 480 Ft 3 674 Ft/l,https://shop.rossmann.hu/termek/pantene-repair-sampon-es-balzsam-675-ml
2026-08-19,Rossmann,Aussie,Hajápolás,Aussie 3 Minute Miracle Deeep Moisture mélyhidratáló balzsam - 250 ml,250 ml,250.0,ml,8700216924603,3499.0,Nincs készleten 3 499 Ft 13 996 Ft/l,https://shop.rossmann.hu/termek/aussie-3-minute-miracle-deeep-moisture-melyhidratalo-balzsam-250ml
2026-08-19,Rossmann,Aussie,Hajápolás,Aussie Oh My Gloss Moisture-Mazing szérum - 160 ml,160 ml,160.0,ml,8700216923125,3399.0,Nincs készleten 3 399 Ft 21 244 Ft/l,https://shop.rossmann.hu/termek/aussie-oh-my-gloss-moisture-mazing-hajon-hagyhato-szerum-160ml-fenyfokozo-hatas
2026-08-19,Rossmann,Aussie,Hajápolás,Aussie SOS Repair & Revive balzsam - 200 ml,200 ml,200.0,ml,8700216440929,3399.0,Nincs készleten 3 399 Ft 16 995 Ft/l,https://shop.rossmann.hu/termek/aussie-sos-repair-revive-balzsam-200-ml
2026-08-19,Rossmann,Aussie,Hajápolás,Aussie SOS Hair Rescue szérum olaj - 100 ml,100 ml,100.0,ml,8006540004876,3399.0,Nincs készleten 3 399 Ft 33 990 Ft/l,https://shop.rossmann.hu/termek/aussie-sos-hair-rescue-szerum-olaj-100-ml
2026-08-19,Rossmann,Aussie,Hajápolás,Aussie SOS Repair Masque Intensive hajpakolás - 500 ml,500 ml,500.0,ml,8700216441063,4599.0,Nincs készleten 4 599 Ft 9 198 Ft/l,https://shop.rossmann.hu/termek/aussie-sos-repair-masque-intensive-hajpakolas-500-ml
2026-08-19,Rossmann,Aussie,Hajápolás,"Aussie SOS Repair & Revive sampon száraz, igénybevett, károsodott hajra - 300 ml",300 ml,300.0,ml,8700216421300,2017.0,Nincs készleten 2 017 Ft 6 723 Ft/l,https://shop.rossmann.hu/termek/aussie-sos-repair-revive-sampon-300-ml
2026-08-19,Rossmann,Aussie,Hajápolás,Aussie SOS 1 Minute Miracle Repair Rescue hajmask - 250 ml,250 ml,250.0,ml,8700216437264,3499.0,Nincs készleten 3 499 Ft 13 996 Ft/l,https://shop.rossmann.hu/termek/aussie-sos-1-minute-miracle-repair-rescue-hajmask-250-ml
2026-08-19,Rossmann,Aussie,Hajápolás,Aussie SOS Hydration szérum - 160 ml,160 ml,160.0,ml,8700216441094,3399.0,Nincs készleten 3 399 Ft 21 244 Ft/l,https://shop.rossmann.hu/termek/aussie-sos-hydration-szerum-160-ml
2026-08-19,Rossmann,Aussie,Hajápolás,Aussie Deep Hyd sampon - 300 ml,300 ml,300.0,ml,8700216923446,1949.0,Nincs készleten 1 949 Ft 6 497 Ft/l,https://shop.rossmann.hu/termek/aussie-deep-hyd-sampon-300-ml
